filename,source_folder,proposed_class,decision,reason,review_status
Leaf Blotch00131.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00132.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00133.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00134.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00135.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,AMBIGUOUS,Co-occurring foliar drying at leaf apex; difficult to differentiate Taphrina blotch from edge dehydration,COMPLETED
Leaf Blotch00136.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00137.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00138.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00139.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00140.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00141.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00142.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00143.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00144.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00145.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00146.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00147.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00148.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00149.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00150.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00151.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00152.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00153.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00154.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00155.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00156.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00157.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00158.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00159.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00160.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00161.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00162.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00163.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00164.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00165.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00166.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00167.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00168.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,AMBIGUOUS,Co-occurring foliar drying at leaf apex; difficult to differentiate Taphrina blotch from edge dehydration,COMPLETED
Leaf Blotch00169.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00170.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00171.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00172.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00173.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00174.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00175.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00176.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00177.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00178.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00179.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00180.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00181.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00182.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00183.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00184.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00185.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00186.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00187.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00188.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00189.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00190.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00191.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00192.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00193.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00194.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00195.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00196.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00197.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00198.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Leaf Blotch00199.JPG,dataset_02/original/Turmeric Plant Disease/Leaf Blotch,Blotch,CANDIDATE,Confirmed turmeric foliage; prominent necrotic foliar blotch lesions matching Taphrina maculans pathology,COMPLETED
Healthy Leaf00001.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00002.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00003.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00004.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00005.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00006.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00007.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00008.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00009.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00010.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00011.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00012.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00013.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00014.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00015.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00016.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00017.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00018.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00019.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,Minor mechanical dust/tearing on lower leaf surface requiring expert secondary validation,COMPLETED
Healthy Leaf00020.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00021.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00022.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00023.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00024.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00025.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00026.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00027.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00028.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00029.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00030.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00031.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00032.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00033.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00034.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00035.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00036.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00037.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00038.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00039.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00040.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00041.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00042.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00043.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00044.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00045.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00046.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00047.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00048.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00049.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00050.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00051.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00052.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00053.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00054.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00055.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00056.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,Minor mechanical dust/tearing on lower leaf surface requiring expert secondary validation,COMPLETED
Healthy Leaf00057.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00058.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,AMBIGUOUS,High background field soil interference with multiple leaves in medium-shot frame,COMPLETED
Healthy Leaf00059.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00060.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00061.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00062.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
Healthy Leaf00063.JPG,dataset_02/original/Turmeric Plant Disease/Healthy Leaf,Healthy,CANDIDATE,Confirmed asymptomatic turmeric leaf; uniform green chlorophyll pigmentation and intact lamina,COMPLETED
